Cluster	Words
37338	serine protein mrna splicing chain dipeptidyl threonine middle n bbs2 repeat of ge1 with kda 116 enhancer peptidase subunit h ciliary wd40 pre pore 8 methylamine decapping bbsome interacting repeats d1 putative assembly processing terminal c region dpp export dppiv heme 2 dehydrogenase iv dynein kinase nuclear factor containing actin mid complex 1 wdr
19466	protein rapamycin binding 12 kinase gtp 1 small of rab1 tcc31 tor target
37485	serine protein central m threonine n lrr ferm calcoco1 von high ngr repeat of lymphocyte glycoprotein binding rich and superantigen leucine staphylococcal bam2 growth nerve willebrand 9 putative 66 reticulon terminal alpha calcium coupled 2 toll like ib domain kinase coil nogo variable factor 4 containing coiled g receptor family affinity
19461	putative project wgs 1569 sialidase data annotated caeq00000000 contig trans
18278	putative protein like transcription cell wall nupm1 dan4
22518	qcce putative like protein tevlll brain mob hnh clone cdna 15346 endonuclease similar i homing
22510	-
14288	prostasin protein n cbg00253 acetylglucosaminyltransferase acetyllactosaminide 3 beta 1
22514	9 protein like putative to cvt related atg9 required and transport autophagy apg9 integral for membrane
18906	-
8333	-
37331	protein glucocorticoid mmr recognition rac3 of gtpase ras pathway d particle hsr1 subunit binding gtp xtn phosphatase family gdp related secretory terminal c dna polynucleotide region c3 3 roc signal rhou dissociation domain kinase adp adenylate 5 dapkinase factor botulinum toxin substrate rho small receptor ribosylation complex srprb beta 1 inhibitor
26460	udp sdr chain diphosphogalactose rfbd n synthetase dehydrorhamnose 6 dehydratase fucose d enoyl binding short galactose dependent rmld epimerase bind gdp glucose nad uridine ldh mannose reductase dehydrogenase malate keto dtdp domain 4 substrate lactate sub deoxy family 1
28115	protein transporter transport pho88 phosphate inorganic predicted
28113	creatine ubiquitous type catalytic e arginine b phosphotransferase u putative mitochondrial terminal c 3 gua atp taurocyamine 2 guanido domain kinase 4 ptrans 7
12119	putative protein project wgs microtubule associated data 1002 gb4 annotated 8 member caeq00000000 contig flagellar
18270	box socs protein cell mib2 ospc repeat shigella non multigene subunit b gln and ala flexneri arg proteasome repeats 26s putative ligase asp transcription gankyrin kappa cycle ubiquitin ankyrin i gly 2 atpase e3 10 domain p16ink4a ile ikbb duf249 factor regulatory glu 530 family beta inhibitor
22777	uncharacterised protein upf0193 family
18725	protein pts1 long cell pex5 n adenosine geranylgeranyltransferase prorp import associated stress specific repeat pentacotripeptide of kda methyltransferase targeting subunit peroxin ppr tom20 phosphoprotein 70 77 peroxisomal stimulation membrane putative mitochondrial n6 terminal c promoting tpr region plant alpha tetratricopeptide synthase signal cdc26 induced domain pkng kinase rab factor anaphase g complex cellulose cstf3 cleavage receptor 1
21915	7 ribonuclease repair n type rnase of polymerase iii 13 sp e subunit the eri1 prime three putative trex2 helicase terminal c dna deddh exoribonuclease nef epsilon 3 t 2 like thermostable domain rna 5 exonuclease duf5051 uvrd complex 1 b
11272	protein isoform dek associated of carboxy subunit x2 a 55kda putative terminal c e1b like activated stat domain kinase 5 regulatory inhibitor
6557	putative protein molybdopterin dinucleotide biosynthesis a guanine
35632	box protein type repeat c4hc2 immediate wd40 early wd fancl u putative ribbon terminal c ring 17 mio baculo like zn baculovirus domain ieehv containing zinc
38949	serine protein threonine calmodulin hydroxyurea 6 kin pox phosphorylation e dual dependent aph ser 1 cmgc mitogen specificity interacting lipopolysaccharide kdo resistance poxvirus c waap hur ephb2 3 inducible 2 thr aminoglycoside antibiotic activated regulated phosphoinositide like tyrosine kinase bmp pdk1 receptor family 11 7
11097	putative thioester protein 2016 coa acyl orthologue probable thioesterase l gk1870 transmembrane hi0827 dodecanoyl agr te acp hydrolase
18721	box protein n lrr high ngr repeat lymphocyte 13 subunit rich 14 and leucine growth nerve 9 putative 66 reticulon terminal c transmembrane alpha coupled 2 fibronectin toll like domain rab nogo variable factor 4 containing g receptor geranylgeranyltransferase f affinity
38947	protein wu resistance domain oxidation tld containing 1 fb25h12
37802	protein lipase to cumd associated 6 autophagy oxo e hydrolase acylhydrolase lip1 no meta similar product phenylhexa hydroxy putative acc secretory bphd c atg15 transmembrane 3 2 cleavage class triacylglycerol dienoate 4 q2h6m8 family 1
31849	putative glycoprotein protein domain variant gene vsg trypanosomal associated esag2 surface site expression 2 b
43568	n calcoco1 of kinesin binding and possible 20 fusion contig putative terminal region chromosomes calcium 34 like conserved domain coil coiled hap1 k39
37800	protein of tegt latent yetj bax1 uncharacterized apoptosis membrane bax promoting herpes transmembrane i lmp1 herpesvirus motif bsyetj 4 containing mediated bi 1 inhibitor
43562	-
31847	protein isoform chain calmodulin with binding dependent troponin calcyclin heavy a calcyphosin superfamily c calcium like ef ca2 domain kinase s100 hand containing myosin sarcoplasmic family
43560	mannitol oxidoreductase of d e altronate structure terminal c mannonate dh 17 phosphate reductase 2 dehydrogenase dehydropantoate domain 5 crystal 1
8747	serine protein 6 of epoxide oxo e fold hydrolase thioester the superfamily hydroxy phenylhexa coa terminal bphd c mammalian alpha 3 fsh1 2 carboxylic domain abhydrolase esterase acid acyl ester dienoate amino 4 baat beta 1
16162	protein wgs repair rad2 neuronal caeq00000000 d9k data annotated calbindin interacting contig dna calcium kchip1 kv4 frequenin project potassium channel 782 sensor 1
5906	protein to mrna multi nm calmodulin 030938 clone 10458 sm of vmp1 brain troponin multidrug calcyclin cdna rat similar drug ex refseq membrane putative vacuole human c export qmoa transmembrane 3 ortholog 2 fascicularis macaca ef s100 hand small 49 likely 1
19311	-
19649	serine protein threonine calmodulin hydroxyurea 6 kin pox e dependent aph ser cyclin 1 mitogen interacting lipopolysaccharide kdo resistance poxvirus c waap hur ephb2 3 camk inducible 2 thr aminoglycoside antibiotic activated like phosphoinositide tyrosine kinase bmp pdk1 receptor family 11 7
21243	putative glycoprotein like sialidase mucin trans
5909	project wgs data annotated 1708 caeq00000000 contig
38491	protein like transcriptional dependent related mobility group ftsh high pathogenesis zinc activator 3 metalloprotease atp 1
30306	protein n xrcc1 apc10 centrosomal cnd1 of smc mms19 glycine kda c2 synaptic non e subunit glycoprotein the psmb binding uvrc thienylcyclohexylpiperidine and rnapii 104 viii proteasom uvrb 43kda proteasome 50 26s acetylglucosaminidase membrane transcription doc1 terminal mitotic importin c promoting component condensation alpha 3 regulator 2 atpase motif domain factor anaphase complex adaptor family beta glutamate 1 ap
38495	protein cpp1 homolog n type hsc20 1700030a21rik member of shock molecular antigen djc7 the hscb 1 heat finger pam16 subfamily terminal c chaperone 3 t j 2 yeast like domain containing zinc por1 large dnaj csl
38497	protein to yor359w type c3hc4 asd4 binding and similar gata finger putative flap structured dna ring cerevisiae rna vts1 zinc saccharomyces
8743	protein dehydrocholesterol 24 delta carboxyl oxo steroid icmt methyltransferase e 70 erg24 sterol 14 putative ergosterol c dh alpha 3 reductase erg4 dehydrogenase isoprenylcysteine 5 4 biosynthesis family 1 7
3483	-
3485	protein kif4a chain adenosine associated microtub kinesin replication non chromosomal binding bd heavy chromosome ncd alpha kif2c motor initiation like domain microtubule 5 claret factor dnaa disjunctional tubulin diphosphate
34353	putative protein like to related homolog kri1 krri family interacting 1
13411	dipeptidyl n proteinase bis major cathepsin carbohydrazide p 15 propeptide papain peptidase e allergen i29 l midgut benzyloxycarbonyl c01 rd21a der c1 leucinyl c i 3 like 22 domain 5 4 pro mite cysteine inhibitor protease family fecal k 1 b
13416	coagglutinin protein chain wgs spp type associated specific snake caeq00000000 antigen lectin data annotated melanoma contig c brucei alpha t project duf5075 647 igp 10 domain family
15081	udp flavocytochrome dao oxidoreductase mutase e protoporphyrinogen nadh binding dependent dihydrolipoamide hydroxyglutarate l oxidase galactopyranose gdp 9 mitochondrial fad nitrite c c3 fumarate phosphate 3 2 dehydrogenase reductase glycerol dissociation 99 domain acid 5 amino 4 gdi respiratory 1 inhibitor
9973	serine protein threonine calmodulin hydroxyurea 6 kin pox catalytic e dual dependent aph ser and mitogen specificity interacting lipopolysaccharide 11 kdo resistance poxvirus co c waap hur ephb2 3 camk inducible 2 thr aminoglycoside antibiotic activated like phosphoinositide tyrosine kinase domain bmp pdk1 receptor family 1 7
19065	protein mrna specific polymerase vp39 e methyltransferase subunit cap multifunctional a poly orbivirus 19 vp4 c parp nucleoside o mutant 2 core rna regulatory complex orbi 7
9903	-
46421	protein chain oxidoreductase n hsd synthetase 6 dehydratase isomerase fucose d e enoyl binding short dependent l epimerase gdp carrier sugar nad c nucleoside ldh mannose 3 xylulose malate reductase dehydrogenase keto 3beta 10 acyl domain 4 hydroxysteroid lactate diphosphate deoxy family beta 1
19069	protein isoform pantothenate e stearothermophilus bacillus from x2 cytidine probable c uridine prk 2 kinase phosphoribulokinase adenylate 48 rbstp0775 family pank 1 7
46422	-
24915	box protein mrna splicing maintenance n type associated c3hc4 kda g1 erad 116 non antigen pml subunit stip1 pre anapc11 and hrd1 8 melanoma structural zf leukaemia u not 11 finger h2 ligase rtf2 homology processing 32 terminal ubiquitin promoting oncoprotein ring stub1 acute e3 domain 5 promyelocytic factor 4 containing proto anaphase zinc complex 1
24917	protein 18 bacterial 6 repeat member e dihydroxy dioxa sialidase leech bnr extracellular 8 intramolecular neuraminidase superfamily hydroxy putative acetylamino terminal c trypanosoma 3 2 trans ethyl salmonella domain bicyclo group ii 4 containing regulatory complement family 1 7
46426	serine protein threonine n lrr specific high ngr repeat lymphocyte non subunit rich superantigen leucine staphylococcal growth nerve 9 putative 66 reticulon terminal at1g60630 c alpha coupled 2 inactive toll like domain kinase rab nogo variable factor 4 containing g receptor geranylgeranyltransferase affinity
46428	serine protein mrna splicing chain dipeptidyl threonine middle n bbs2 es4 repeat of ge1 kda 116 enhancer peptidase subunit h ciliary wd40 pre pore wd rps6 8 methylamine decapping bbsome interacting d1 processing terminal rps18 c region dpp export us13 rps5 es6 dppiv heme 2 dehydrogenase iv rps7 kinase nuclear factor containing rps4 actin mid complex 40 es7 1 us7
20613	putative mitochondrial angiotensin converting collagenase stromelysin mmp ace carboxypeptidase enzyme taq 3 13 11
45194	putative glycoprotein like protein masp tcmucii associated surface mucin
27937	putative protein like get4 to yor164c traffic upf0363 homolog golgi cyclase ubiquitin threonine kinase er serine adenylyl guanylyl
20614	protein n associated glucocorticoid rac3 of ras subunit gamma binding brain gtp cor 8a spo0b related terminal c dna guanosine c3 roc 3 eftu initiation domain kinase adp adenylate eif2 dapkinase factor rab small triphosphatase botulinum toxin g substrate rho receptor ribosylation complex family elongation in 1 tu
27935	protein polya associated prickle 6 kiaa1002 13 antigen e smubp binding 12 r3h putative fkbp12 probable c dna 3 2 like rna sperm domain 4 1 7
27938	rim protein chain ezra ccd calcoco1 of 39 smc formation hydrolase binding the troponin segregation septation and heavy chromosome c region zone striated ring calcium muscle regulator or cast 2 cytomatrix s like ccdc155 skeletal domain active coil coiled myosin containing kash formylglutathione
27939	putative protein gpi anchored surface
25202	protein c6orf57 mitochondrial upf0369 assembly homolog maintenance factor succinate 4 and 41 translocator uncharacterized dehydrogenase rhr2
28781	protein rim chain hcr centromere associated calcoco1 227 gtpase of smc kda binding the rod troponin effector and heavy chromosome tropomyosin partition spindle porcine c zone striated helical alpha calcium muscle cast 2 cytomatrix like skeletal domain active coil rab coiled myosin 1 cardiac
16785	-
16784	protein ribonuclease n tate 6 of transposon polymerase ty3 e transcriptase viral h reverse from gag polyprotein pol 1 moloney fragment encoded retrovirus related terminal c dna ltra i 17 2 hiv group rna ii domain murine 49 intron 7
28783	-
16783	protein chain wembl calcoco1 binding and 14 heavy ccdc14 light blue under striated calcium 2 like domain movement coil coiled myosin containing chloroplast weak
